"filename", "language", "Markdown", "Python", "TOML", "Docker", "pip requirements", "Batch", "Ini", "PowerShell", "Shell Script", "comment", "blank", "total"
"/home/jon/repos/charlie-reporting/services/report-generator/scripts/run-dev.py", "Python", 0, 37, 0, 0, 0, 0, 0, 0, 0, 5, 9, 51
"/home/jon/repos/charlie-reporting/services/report-generator/src/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/jon/repos/charlie-reporting/services/report-generator/src/business/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/jon/repos/charlie-reporting/services/report-generator/src/business/models/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/jon/repos/charlie-reporting/services/report-generator/src/business/models/csv_data.py", "Python", 0, 89, 0, 0, 0, 0, 0, 0, 0, 33, 28, 150
"/home/jon/repos/charlie-reporting/services/report-generator/src/business/models/data_model.py", "Python", 0, 8, 0, 0, 0, 0, 0, 0, 0, 8, 5, 21
"/home/jon/repos/charlie-reporting/services/report-generator/src/business/models/excel_format.py", "Python", 0, 8, 0, 0, 0, 0, 0, 0, 0, 8, 5, 21
"/home/jon/repos/charlie-reporting/services/report-generator/src/business/models/report.py", "Python", 0, 82, 0, 0, 0, 0, 0, 0, 0, 22, 23, 127
"/home/jon/repos/charlie-reporting/services/report-generator/src/business/models/report_template.py", "Python", 0, 8, 0, 0, 0, 0, 0, 0, 0, 8, 5, 21
"/home/jon/repos/charlie-reporting/services/report-generator/src/business/services/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/jon/repos/charlie-reporting/services/report-generator/src/business/services/csv_transformer.py", "Python", 0, 160, 0, 0, 0, 0, 0, 0, 0, 43, 53, 256
"/home/jon/repos/charlie-reporting/services/report-generator/src/business/services/data_transformer.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 8, 5, 18
"/home/jon/repos/charlie-reporting/services/report-generator/src/business/services/excel_service.py", "Python", 0, 142, 0, 0, 0, 0, 0, 0, 0, 55, 51, 248
"/home/jon/repos/charlie-reporting/services/report-generator/src/business/services/report_builder.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 8, 5, 18
"/home/jon/repos/charlie-reporting/services/report-generator/src/business/services/template_engine.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 8, 5, 18
