"filename", "language", "Markdown", "Python", "pip requirements", "Ini", "Docker", "JSON", "Shell Script", "Batch", "PowerShell", "comment", "blank", "total"
"/home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/archive/email_sender_env.py", "Python", 0, 236, 0, 0, 0, 0, 0, 0, 0, 25, 25, 286
"/home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/archive/email_sender_fixed.py", "Python", 0, 204, 0, 0, 0, 0, 0, 0, 0, 43, 25, 272
"/home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/archive/email_sender_oauth.py", "Python", 0, 362, 0, 0, 0, 0, 0, 0, 0, 37, 51, 450
"/home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/archive/email_sender_smtp.py", "Python", 0, 367, 0, 0, 0, 0, 0, 0, 0, 23, 44, 434
"/home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/archive/quick_email_test.py", "Python", 0, 65, 0, 0, 0, 0, 0, 0, 0, 11, 13, 89
"/home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/archive/simple_email_debug.py", "Python", 0, 53, 0, 0, 0, 0, 0, 0, 0, 7, 14, 74
"/home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/cleanup_email_senders.py", "Python", 0, 51, 0, 0, 0, 0, 0, 0, 0, 17, 10, 78
"/home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/focused_email_sender.py", "Python", 0, 120, 0, 0, 0, 0, 0, 0, 0, 13, 11, 144
"/home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/setup_secure_email.py", "Python", 0, 79, 0, 0, 0, 0, 0, 0, 0, 11, 15, 105
"/home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/simple_email_test.py", "Python", 0, 45, 0, 0, 0, 0, 0, 0, 0, 10, 15, 70
"/home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/focused_email_sender.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
